data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2024-03-02 11:46:27.515006000,BA,Marketplace,Móveis,Corporativo,Produto_43,2,18.159.280.880.811.300,10.545.548.667.406.600,761.373.221.340.476
2024-03-02 18:47:06.410564224,RS,Loja Física,Móveis,Varejo,Produto_65,11,7.215.938.887.313.120,606.403.182.753.578,11.519.070.597.773.400
2024-03-02 18:47:06.410564224,RJ,Loja Física,Móveis,Distribuidor,Produto_44,6,10.618.716.949.363.700,6.558.130.986.443.290,4.060.585.962.920.490
2024-03-02 18:47:06.410564224,PR,Marketplace,Móveis,Distribuidor,Produto_99,6,14.407.879.430.260.000,9.790.958.892.992.830,4.616.920.537.267.260
2024-03-03 01:47:45.306122448,SC,Representante,Informática,Corporativo,Produto_81,6,40.343.203.571.783.700,2.961.118.446.935.310,10.732.019.102.430.500
2024-03-03 08:48:24.201680672,SP,Representante,Serviços,Distribuidor,Produto_17,10,10.515.940.306.798.500,8.719.948.136.931.300,17.959.921.698.672.400
2024-03-03 15:49:03.097238896,ES,Representante,Eletrônicos,Varejo,Produto_108,8,1.805.208.794.919.820,12.568.602.727.746.300,5.483.485.221.451.890
2024-03-03 15:49:03.097238896,BA,Representante,Eletrônicos,Varejo,Produto_86,7,1.091.323.392.153.630,66.258.067.864.063.600,4.287.427.135.130.000
2024-03-03 22:49:41.992797120,RJ,Marketplace,Acessórios,Distribuidor,Produto_11,4,14.477.287.701.018.500,8.877.194.098.477.940,5.600.093.602.540.600
2024-03-04 05:50:20.888355344,PR,Loja Física,Acessórios,Corporativo,Produto_79,11,1.568.308.793.693.620,9.863.271.845.451.560,5.819.816.091.484.690
2024-03-04 05:50:20.888355344,RS,Online,Eletrônicos,Corporativo,Produto_5,10,14.389.031.258.279.500,1.023.685.380.044.180,4.152.177.457.837.680
2024-03-05 02:52:17.575030008,MG,Loja Física,Informática,Corporativo,Produto_74,9,1.807.434.463.018.790,10.298.149.605.407.500,77.761.950.247.803.500
2024-03-05 23:54:14.261704680,SP,Representante,Informática,Corporativo,Produto_51,1,11.325.278.135.759.400,7.667.060.933.573.680,3.658.217.202.185.810
2024-03-05 23:54:14.261704680,SC,Representante,Informática,Corporativo,Produto_77,1,17.901.684.789.946.600,14.470.227.683.397.400,343.145.710.654.916
2024-03-06 06:54:53.157262904,SC,Loja Física,Móveis,Distribuidor,Produto_103,11,7.962.717.364.989.480,5.122.524.341.408.940,28.401.930.235.805.300
2024-03-06 06:54:53.157262904,SC,Marketplace,Eletrônicos,Corporativo,Produto_20,10,8.567.209.058.932.140,7.124.823.229.169.610,14.423.858.297.625.200
2024-03-06 06:54:53.157262904,MG,Online,Eletrônicos,Varejo,Produto_81,8,1.100.306.111.592.350,8.532.589.186.624.430,24.704.719.292.991.100
2024-03-06 13:55:32.052821128,SC,Loja Física,Informática,Corporativo,Produto_22,5,11.644.221.778.998.000,6.687.571.194.201.500,4.956.650.584.796.530
2024-03-06 13:55:32.052821128,ES,Representante,Acessórios,Corporativo,Produto_113,10,22.275.275.784.547.300,12.504.633.896.677.200,9.770.641.887.870.070
2024-03-06 20:56:10.948379352,SC,Online,Acessórios,Varejo,Produto_37,10,16.094.992.580.642.500,8.981.881.110.921.140,7.113.111.469.721.450
2024-03-06 20:56:10.948379352,RJ,Loja Física,Serviços,Varejo,Produto_84,14,1.749.479.646.539.220,11.540.593.627.205.500,5.954.202.838.186.740
2024-03-07 03:56:49.843937576,SP,Marketplace,Móveis,Varejo,Produto_68,9,17.286.304.711.009.400,12.245.793.969.820.500,5.040.510.741.188.920
2024-03-07 17:58:07.635054024,BA,Representante,Móveis,Corporativo,Produto_36,4,9.475.723.729.751.450,8.016.382.830.372.210,14.593.408.993.792.400
2024-03-07 17:58:07.635054024,RJ,Marketplace,Acessórios,Varejo,Produto_38,5,14.216.953.445.610.800,9.364.336.678.492.130,48.526.167.671.186.800
2024-03-08 00:58:46.530612248,PR,Loja Física,Serviços,Varejo,Produto_47,14,14.650.636.766.311.500,8.584.075.517.035.140,606.656.124.927.643
2024-03-08 00:58:46.530612248,ES,Marketplace,Serviços,Corporativo,Produto_52,13,10.408.236.026.420.800,7.187.438.768.626.170,32.207.972.577.946.500
2024-03-08 15:00:04.321728688,SC,Online,Móveis,Corporativo,Produto_79,3,19.294.273.363.486.200,1.518.491.326.226.930,41.093.601.012.169.100
2024-03-08 22:00:43.217286912,BA,Representante,Eletrônicos,Varejo,Produto_103,7,5.028.908.771.295.460,29.467.656.419.520.600,20.821.431.293.434.000
2024-03-10 02:03:18.799519808,SC,Representante,Acessórios,Varejo,Produto_46,12,8.316.333.155.180.090,6.204.234.238.107.000,2.112.098.917.073.080
2024-03-10 02:03:18.799519808,RS,Loja Física,Acessórios,Varejo,Produto_101,7,3.240.128.155.265.470,2.591.181.063.242.070,6.489.470.920.233.940
2024-03-10 23:05:15.486194480,MG,Loja Física,Acessórios,Corporativo,Produto_82,7,6.909.904.681.260.340,4.028.431.385.510.250,2.881.473.295.750.080
2024-03-11 06:05:54.381752704,ES,Loja Física,Acessórios,Distribuidor,Produto_59,14,18.486.325.233.165.900,13.953.954.737.787.800,4.532.370.495.378.040
2024-03-11 13:06:33.277310920,ES,Marketplace,Eletrônicos,Distribuidor,Produto_50,6,13.274.936.828.146.700,9.825.600.259.013.940,34.493.365.691.327.600
2024-03-11 20:07:12.172869144,BA,Representante,Eletrônicos,Varejo,Produto_26,1,16.475.466.961.868.300,9.738.632.846.165.330,6.736.834.115.702.970
2024-03-11 20:07:12.172869144,SC,Loja Física,Serviços,Varejo,Produto_5,13,7.239.857.201.001.340,5.400.769.763.174.950,18.390.874.378.263.800
2024-03-12 03:07:51.068427368,MG,Representante,Eletrônicos,Corporativo,Produto_106,8,81.210.863.814.664.400,6.274.891.801.957.350,18.461.945.795.090.900
2024-03-12 10:08:29.963985592,PR,Loja Física,Serviços,Distribuidor,Produto_7,1,19.020.219.952.432.300,10.534.486.911.923.000,848.573.304.050.931
2024-03-12 10:08:29.963985592,PR,Marketplace,Móveis,Distribuidor,Produto_39,12,2.895.153.038.540.350,1.766.690.376.065.130,11.284.626.624.752.200
2024-03-12 17:09:08.859543816,ES,Loja Física,Eletrônicos,Varejo,Produto_70,4,926.214.812.204.659,7.442.936.565.811.710,18.192.115.562.348.700
2024-03-13 00:09:47.755102040,ES,Loja Física,Eletrônicos,Varejo,Produto_14,3,4.714.093.457.637.360,2.695.967.052.528.700,201.812.640.510.866
2024-03-13 07:10:26.650660264,SP,Loja Física,Eletrônicos,Varejo,Produto_1,14,10.049.258.561.839.200,5.839.414.572.989.890,4.209.843.988.849.370
2024-03-13 07:10:26.650660264,SP,Representante,Acessórios,Corporativo,Produto_108,2,861.033.798.718.861,523.621.033.756.884,337.412.764.961.977
2024-03-14 18:13:41.128451384,PR,Online,Móveis,Varejo,Produto_2,7,12.365.526.985.689.200,10.104.499.603.566.300,22.610.273.821.229.600
2024-03-15 01:14:20.024009600,ES,Online,Eletrônicos,Varejo,Produto_100,2,3.335.731.309.859.150,22.268.280.670.853.500,11.089.032.427.738.000
2024-03-15 01:14:20.024009600,BA,Loja Física,Informática,Varejo,Produto_33,6,11.632.206.543.486.300,7.401.851.658.767.240,4.230.354.884.719.140
2024-03-15 15:15:37.815126048,MG,Representante,Serviços,Varejo,Produto_40,3,5.488.205.510.533.180,30.627.237.434.228.800,24.254.817.671.103.000
2024-03-15 22:16:16.710684272,PR,Online,Serviços,Distribuidor,Produto_12,11,22.457.785.188.787.900,17.420.693.351.139.500,5.037.091.837.648.380
2024-03-15 22:16:16.710684272,RS,Online,Acessórios,Distribuidor,Produto_65,2,37.579.758.425.886.300,28.650.587.997.901.800,8.929.170.427.984.560
2024-03-16 12:17:34.501800720,MG,Loja Física,Móveis,Varejo,Produto_106,7,12.174.477.374.826.000,6.808.809.452.061.810,5.365.667.922.764.180
2024-03-17 02:18:52.292917168,RS,Representante,Eletrônicos,Varejo,Produto_111,4,57.914.885.070.608,4.178.858.881.410.430,16.126.296.256.503.600
2024-03-17 09:19:31.188475392,ES,Marketplace,Acessórios,Corporativo,Produto_58,2,46.949.897.760.062.600,2.989.836.238.414.050,17.051.535.375.922.100
2024-03-18 13:22:06.770708280,MG,Marketplace,Serviços,Corporativo,Produto_79,2,2.288.336.576.608.270,18.890.008.430.167.300,3.993.357.335.915.320
2024-03-18 20:22:45.666266504,RS,Representante,Eletrônicos,Distribuidor,Produto_107,8,10.925.378.079.378.000,7.703.568.850.125.020,32.218.092.292.530.500
2024-03-19 03:23:24.561824728,MG,Loja Física,Eletrônicos,Varejo,Produto_44,14,335.852.833.361.712,27.745.235.985.331.600,5.840.047.350.839.500
2024-03-19 03:23:24.561824728,RS,Representante,Acessórios,Corporativo,Produto_86,12,1.174.883.004.332.760,7.428.834.767.661.340,4.319.995.275.666.300
2024-03-19 10:24:03.457382952,PR,Representante,Móveis,Varejo,Produto_1,11,5.360.145.803.653.930,3.843.677.610.698.250,15.164.681.929.556.700
2024-03-19 10:24:03.457382952,PR,Loja Física,Eletrônicos,Distribuidor,Produto_11,14,12.778.349.986.116.300,8.800.459.396.807.540,39.778.905.893.088.000
2024-03-19 17:24:42.352941176,SC,Loja Física,Informática,Varejo,Produto_114,12,14.683.297.709.309.700,12.264.568.682.823.500,2.418.729.026.486.160
2024-03-20 14:26:39.039615848,SC,Online,Informática,Distribuidor,Produto_97,4,7.423.459.366.942.650,4.965.081.245.392.780,24.583.781.215.498.600
2024-03-20 14:26:39.039615848,RS,Loja Física,Acessórios,Distribuidor,Produto_72,14,23.059.670.039.186.700,16.128.960.099.502.300,69.307.099.396.843.400
2024-03-20 14:26:39.039615848,SC,Loja Física,Eletrônicos,Corporativo,Produto_107,2,2.662.495.560.084.310,17.345.172.731.636.200,9.279.782.869.206.850
2024-03-20 21:27:17.935174072,BA,Marketplace,Serviços,Corporativo,Produto_80,1,8.176.433.187.631.390,4.859.178.932.115.410,33.172.542.555.159.800
2024-03-20 21:27:17.935174072,RS,Loja Física,Serviços,Distribuidor,Produto_60,8,11.531.555.926.666.300,6.737.849.169.080.140,4.793.706.757.586.160
2024-03-21 04:27:56.830732296,BA,Representante,Serviços,Varejo,Produto_7,4,13.603.355.245.867.200,10.685.391.910.127.600,2.917.963.335.739.590
2024-03-21 11:28:35.726290512,ES,Online,Eletrônicos,Distribuidor,Produto_42,10,5.924.542.789.933.150,4.953.916.171.413.680,9.706.266.185.194.630
2024-03-21 11:28:35.726290512,RS,Online,Móveis,Distribuidor,Produto_18,3,430.365.163.172.542,25.111.420.207.199.900,17.925.096.110.054.200
2024-03-21 18:29:14.621848736,SP,Representante,Serviços,Distribuidor,Produto_100,2,2.044.938.775.056.680,15.256.524.293.613.700,5.192.863.456.953.160
2024-03-22 08:30:32.412965184,MG,Online,Eletrônicos,Corporativo,Produto_26,1,22.286.334.369.407.200,14.948.095.616.866.900,733.823.875.254.029
2024-03-22 08:30:32.412965184,ES,Representante,Serviços,Corporativo,Produto_28,11,8.776.585.304.256.940,7.328.250.792.255.200,14.483.345.120.017.300
2024-03-22 15:31:11.308523408,SP,Representante,Móveis,Distribuidor,Produto_63,13,18.895.551.239.050.400,10.665.795.561.802.000,822.975.567.724.845
2024-03-22 22:31:50.204081632,MG,Representante,Serviços,Varejo,Produto_88,3,5.471.284.349.573.910,3.244.499.228.580.590,22.267.851.209.933.100
2024-03-22 22:31:50.204081632,ES,Marketplace,Móveis,Distribuidor,Produto_79,10,2.244.150.123.753.530,14.005.888.163.377.500,8.435.613.074.157.800
2024-03-23 05:32:29.099639856,RS,Marketplace,Acessórios,Varejo,Produto_6,7,15.138.500.497.852.700,11.313.709.873.013.400,38.247.906.248.392.400
2024-03-23 12:33:07.995198080,SP,Representante,Acessórios,Varejo,Produto_61,8,13.794.417.209.610.900,8.436.446.330.531.000,5.357.970.879.079.970
2024-03-24 02:34:25.786314528,SC,Online,Eletrônicos,Corporativo,Produto_82,6,8.434.004.984.614.720,4.808.159.864.735.490,36.258.451.198.792.300
2024-03-24 09:35:04.681872752,MG,Online,Acessórios,Varejo,Produto_117,9,2.001.206.957.689.570,12.615.662.595.915.100,7.396.406.980.980.530
2024-03-24 23:36:22.472989192,BA,Loja Física,Móveis,Distribuidor,Produto_49,11,24.385.064.422.062.900,15.376.964.739.744.100,9.008.099.682.318.880
2024-03-24 23:36:22.472989192,MG,Marketplace,Acessórios,Distribuidor,Produto_13,3,7.320.831.773.045.060,4.861.864.537.595.290,2.458.967.235.449.760
2024-03-24 23:36:22.472989192,ES,Loja Física,Móveis,Varejo,Produto_45,7,1.063.492.594.115.920,8.323.485.663.835.590,2.311.440.277.323.670
2024-03-25 06:37:01.368547416,BA,Loja Física,Informática,Distribuidor,Produto_39,9,2.029.003.510.203.310,13.170.955.829.718.400,7.119.079.272.314.690
2024-03-25 06:37:01.368547416,MG,Loja Física,Eletrônicos,Varejo,Produto_115,6,6.185.789.659.439.680,3.705.986.355.384.110,2.479.803.304.055.570
2024-03-25 20:38:19.159663864,MG,Loja Física,Móveis,Corporativo,Produto_4,9,10.809.278.811.567.900,7.033.031.984.383.930,37.762.468.271.840.300
2024-03-25 20:38:19.159663864,RJ,Marketplace,Serviços,Varejo,Produto_113,8,16.766.362.283.016.300,11.826.194.153.615.800,4.940.168.129.400.470
2024-03-25 20:38:19.159663864,RJ,Online,Acessórios,Corporativo,Produto_13,1,577.418.294.559.695,3.705.058.475.095.410,2.069.124.470.501.530
2024-03-26 03:38:58.055222088,SC,Marketplace,Eletrônicos,Distribuidor,Produto_100,3,6.198.907.596.060.030,4.170.699.033.674.370,20.282.085.623.856.500
2024-03-27 14:42:12.533013208,SC,Marketplace,Serviços,Varejo,Produto_102,5,9.224.592.812.912.670,5.500.318.638.363.190,3.724.274.174.549.480
2024-03-27 14:42:12.533013208,BA,Loja Física,Móveis,Corporativo,Produto_1,10,7.742.178.562.129.520,6.324.797.373.342.940,14.173.811.887.865.700
2024-03-27 21:42:51.428571432,PR,Online,Móveis,Corporativo,Produto_119,14,3.065.226.733.892.730,17.314.714.568.158.300,13.337.552.770.768.900
2024-03-28 04:43:30.324129648,MG,Marketplace,Eletrônicos,Corporativo,Produto_87,3,408.505.002.205.815,2.400.843.018.177.630,16.842.070.038.805.100
2024-03-28 11:44:09.219687872,ES,Online,Eletrônicos,Corporativo,Produto_110,10,1.073.663.539.450.940,6.558.497.761.733.290,41.781.376.327.761.300
2024-03-28 11:44:09.219687872,ES,Online,Informática,Distribuidor,Produto_46,9,11.248.003.942.065.800,8.053.065.198.616.420,31.949.387.434.494.200
2024-03-29 01:45:27.010804320,SC,Loja Física,Serviços,Distribuidor,Produto_29,8,17.994.635.413.033.700,1.437.896.809.061.620,3.615.667.322.417.510
2024-03-29 01:45:27.010804320,MG,Marketplace,Serviços,Varejo,Produto_85,5,9.228.297.680.474.470,5.322.337.668.743.020,39.059.600.117.314.500
2024-03-29 01:45:27.010804320,PR,Online,Serviços,Corporativo,Produto_30,5,12.334.466.582.138.600,9.058.277.272.930.330,3.276.189.309.208.360
2024-03-29 08:46:05.906362544,RJ,Loja Física,Móveis,Corporativo,Produto_108,9,12.789.510.877.119.900,9.157.717.591.840.230,3.631.793.285.279.690
2024-03-30 12:48:41.488595440,PR,Marketplace,Informática,Distribuidor,Produto_15,13,28.971.867.008.179.900,2.439.390.974.598.550,4.577.957.262.194.440
2024-03-30 12:48:41.488595440,ES,Online,Acessórios,Corporativo,Produto_104,11,37.828.197.988.137.700,21.645.935.900.833.500,1.618.226.208.730.410
2024-03-31 16:51:17.070828328,SC,Marketplace,Informática,Distribuidor,Produto_7,3,7.351.794.472.566.670,49.605.397.437.743.600,23.912.547.287.923.100
2024-03-31 16:51:17.070828328,SP,Marketplace,Informática,Distribuidor,Produto_27,12,2.188.332.653.307.610,16.744.876.879.122.000,5.138.449.653.954.040
2024-04-01 13:53:13.757503000,RS,Representante,Acessórios,Varejo,Produto_36,9,4.146.064.455.156.590,294.861.202.497.141,11.974.524.301.851.800
2024-04-02 03:54:31.548619448,MG,Marketplace,Acessórios,Varejo,Produto_38,3,3.653.832.699.147.580,2.384.055.237.861.130,12.697.774.612.864.500
2024-04-02 17:55:49.339735896,MG,Online,Serviços,Varejo,Produto_57,14,18.619.284.291.515.200,11.936.120.698.365.300,6.683.163.593.149.950
2024-04-02 17:55:49.339735896,RS,Representante,Informática,Distribuidor,Produto_101,8,32.437.531.541.271.000,2.025.785.419.686.460,12.179.677.344.406.400
2024-04-03 21:58:24.921968784,SC,Marketplace,Serviços,Corporativo,Produto_75,3,33.280.107.940.287.200,19.137.247.993.037.700,1.414.285.994.724.950
2024-04-04 04:59:03.817527008,MG,Representante,Eletrônicos,Varejo,Produto_13,4,7.057.122.286.349.200,5.043.671.596.852.390,20.134.506.894.968.100
2024-04-04 04:59:03.817527008,MG,Loja Física,Eletrônicos,Corporativo,Produto_68,12,435.563.724.815.506,29.684.785.477.021.300,13.871.587.004.529.200
2024-04-04 04:59:03.817527008,MG,Online,Serviços,Distribuidor,Produto_28,5,3.650.753.161.276.330,23.046.629.437.871.100,13.460.902.174.892.100
2024-04-04 04:59:03.817527008,RJ,Loja Física,Informática,Varejo,Produto_1,10,11.076.587.418.202.800,7.389.992.451.025.510,36.865.949.671.773.400
2024-04-04 04:59:03.817527008,MG,Marketplace,Serviços,Varejo,Produto_62,13,20.431.209.717.783.300,14.589.111.037.698.500,5.842.098.680.084.780
2024-04-04 11:59:42.713085232,MG,Online,Móveis,Varejo,Produto_13,9,5.835.274.080.061.330,4.477.119.712.278.470,13.581.543.677.828.500
2024-04-04 11:59:42.713085232,RS,Loja Física,Eletrônicos,Corporativo,Produto_51,13,8.458.153.183.436.080,7.088.014.930.075.250,1.370.138.253.360.820
2024-04-04 11:59:42.713085232,SC,Online,Eletrônicos,Distribuidor,Produto_77,9,7.428.980.427.694.330,54.343.682.003.566,19.946.122.273.377.300
2024-04-04 11:59:42.713085232,PR,Representante,Eletrônicos,Distribuidor,Produto_107,11,9.282.553.404.332.200,5.186.445.105.197.440,409.610.829.913.476
2024-04-04 19:00:21.608643456,RJ,Representante,Eletrônicos,Distribuidor,Produto_111,5,5.967.262.699.447.800,390.056.526.301.061,20.666.974.364.371.900
2024-04-05 02:01:00.504201680,BA,Online,Eletrônicos,Corporativo,Produto_116,12,8.333.714.511.950.950,4.842.601.799.915.310,34.911.127.120.356.400
2024-04-05 09:01:39.399759904,ES,Online,Informática,Varejo,Produto_115,9,25.795.136.045.598.900,15.915.457.432.718.100,9.879.678.612.880.820
2024-04-05 16:02:18.295318128,SC,Marketplace,Acessórios,Distribuidor,Produto_68,1,18.414.738.589.908.800,14.644.129.412.093.600,3.770.609.177.815.250
2024-04-05 16:02:18.295318128,SP,Marketplace,Serviços,Varejo,Produto_92,9,16.841.510.587.712.300,10.973.014.774.507.300,5.868.495.813.204.970
2024-04-05 16:02:18.295318128,SP,Marketplace,Informática,Varejo,Produto_109,5,578.372.416.473.151,4.038.169.984.984.040,17.455.541.797.474.600
2024-04-06 06:03:36.086434576,MG,Online,Eletrônicos,Corporativo,Produto_29,6,14.986.634.286.620.400,102.248.459.898.093,4.761.788.296.811.160
2024-04-06 06:03:36.086434576,ES,Loja Física,Móveis,Distribuidor,Produto_78,8,8.433.728.965.155.300,68.778.979.123.219,1.555.831.052.833.400
2024-04-06 20:04:53.877551024,PR,Online,Eletrônicos,Varejo,Produto_98,4,31.267.309.331.500.600,2.332.825.600.632.880,7.939.053.325.171.820
2024-04-06 20:04:53.877551024,BA,Loja Física,Móveis,Varejo,Produto_80,2,4.372.194.263.954.380,2.928.003.706.741.010,1.444.190.557.213.370
2024-04-07 03:05:32.773109240,MG,Online,Móveis,Varejo,Produto_12,7,6.632.958.846.059.550,50.385.708.927.762.300,15.943.879.532.833.100
2024-04-07 10:06:11.668667464,RS,Loja Física,Eletrônicos,Corporativo,Produto_87,7,10.120.687.822.049.200,6.259.004.990.893.300,38.616.828.311.559.700
2024-04-07 17:06:50.564225688,RJ,Online,Informática,Varejo,Produto_2,9,7.258.864.257.103.140,5.616.003.992.421.260,16.428.602.646.818.700
2024-04-08 00:07:29.459783912,SC,Marketplace,Serviços,Varejo,Produto_21,2,2.935.605.885.716.460,16.543.616.566.896.300,12.812.442.290.268.200
2024-04-08 00:07:29.459783912,RS,Marketplace,Eletrônicos,Distribuidor,Produto_67,5,9.057.960.142.771.200,6.009.434.827.122.400,30.485.253.156.487.900
2024-04-08 14:08:47.250900360,BA,Loja Física,Eletrônicos,Varejo,Produto_117,14,13.733.869.085.965.000,1.070.949.877.229.130,30.243.703.136.737.300
2024-04-08 14:08:47.250900360,MG,Marketplace,Eletrônicos,Corporativo,Produto_20,14,39.671.592.032.183.500,27.635.463.427.142.300,12.036.128.605.041.200
2024-04-08 21:09:26.146458584,RJ,Representante,Eletrônicos,Corporativo,Produto_54,14,7.332.886.318.851.590,454.154.437.964.861,27.913.419.392.029.800
2024-04-09 04:10:05.042016808,MG,Loja Física,Serviços,Corporativo,Produto_57,5,6.007.747.567.265.530,4.498.451.060.392.070,15.092.965.068.734.500
2024-04-09 04:10:05.042016808,ES,Representante,Eletrônicos,Distribuidor,Produto_107,1,19.936.164.736.797.500,1.674.748.821.868.950,3.188.676.518.108.080
2024-04-09 11:10:43.937575032,SC,Marketplace,Serviços,Distribuidor,Produto_1,9,9.351.128.181.032.630,7.059.003.097.551.880,22.921.250.834.807.500
2024-04-09 18:11:22.833133256,PR,Online,Eletrônicos,Varejo,Produto_6,12,29.003.253.684.184.500,23.126.751.369.931.500,5.876.502.314.252.970
2024-04-10 01:12:01.728691480,SP,Loja Física,Eletrônicos,Distribuidor,Produto_40,14,39.506.415.816.062.700,31.324.995.862.986.800,8.181.419.953.075.840
2024-04-10 15:13:19.519807920,SC,Marketplace,Eletrônicos,Varejo,Produto_86,4,4.405.158.278.158.770,3.726.605.447.981.910,6.785.528.301.768.660
2024-04-10 15:13:19.519807920,ES,Marketplace,Móveis,Distribuidor,Produto_24,4,6.912.380.132.764.830,460.854.885.388.473,23.038.312.788.801.000
2024-04-11 05:14:37.310924368,PR,Loja Física,Eletrônicos,Varejo,Produto_95,9,1.598.214.224.878.470,9.458.865.300.558.520,6.523.276.948.226.250
2024-04-11 12:15:16.206482592,SP,Loja Física,Acessórios,Corporativo,Produto_54,9,1.991.164.812.998.790,16.299.469.099.787.700,36.121.790.302.002.600
2024-04-11 12:15:16.206482592,PR,Loja Física,Acessórios,Corporativo,Produto_23,9,11.785.615.591.087.900,8.598.060.643.701.890,3.187.554.947.386.090
2024-04-11 12:15:16.206482592,ES,Marketplace,Informática,Varejo,Produto_95,6,1.453.192.504.354.440,8.870.677.557.869.160,56.612.474.856.753.200
2024-04-11 19:15:55.102040816,ES,Loja Física,Informática,Corporativo,Produto_60,10,7.576.009.780.081.720,5.017.856.159.359.420,25.581.536.207.223.000
2024-04-12 16:17:51.788715488,PR,Online,Acessórios,Corporativo,Produto_54,3,27.684.598.653.061.800,1.888.197.945.465.830,8.802.619.198.403.520
2024-04-12 23:18:30.684273712,SC,Online,Móveis,Corporativo,Produto_57,12,2.980.555.169.364.280,22.470.434.988.213.100,7.335.116.705.429.750
2024-04-13 06:19:09.579831936,ES,Online,Serviços,Varejo,Produto_12,5,7.071.090.458.310.260,5.566.234.135.607.550,1.504.856.322.702.700
2024-04-13 06:19:09.579831936,SC,Loja Física,Móveis,Corporativo,Produto_17,9,17.475.958.909.423.100,14.028.550.719.993.400,34.474.081.894.297.800
2024-04-13 06:19:09.579831936,BA,Marketplace,Eletrônicos,Varejo,Produto_8,1,240.144.870.532.748,1.578.105.477.255.820,8.233.432.280.716.510
2024-04-13 06:19:09.579831936,SC,Online,Acessórios,Distribuidor,Produto_113,12,2.719.688.823.481.950,2.178.972.209.572.090,5.407.166.139.098.610
2024-04-13 20:20:27.370948376,SC,Representante,Eletrônicos,Varejo,Produto_29,8,87.175.302.581.544,5.804.212.847.126.860,2.913.317.411.027.530
2024-04-13 20:20:27.370948376,SP,Marketplace,Acessórios,Corporativo,Produto_117,9,364.869.195.182.134,232.986.061.251.595,131.883.133.930.539
2024-04-14 17:22:24.057623048,MG,Marketplace,Móveis,Distribuidor,Produto_119,7,593.069.510.395.242,411.914.293.765.007,181.155.216.630.235
2024-04-15 00:23:02.953181272,PR,Loja Física,Acessórios,Varejo,Produto_80,11,8.644.788.875.241.510,6.310.551.402.212.230,2.334.237.473.029.270
2024-04-15 07:23:41.848739496,RS,Marketplace,Eletrônicos,Distribuidor,Produto_86,11,14.321.688.121.646.400,1.196.794.948.819.750,2.353.738.633.448.850
2024-04-16 04:25:38.535414168,BA,Loja Física,Informática,Corporativo,Produto_58,2,38.186.700.195.464.400,26.547.919.531.350.400,1.163.878.066.411.400
2024-04-16 11:26:17.430972392,SC,Online,Móveis,Distribuidor,Produto_12,12,3.872.092.485.057.750,27.884.837.934.915.600,10.836.086.915.661.800
2024-04-17 22:29:31.908763504,RS,Loja Física,Serviços,Varejo,Produto_82,8,10.349.902.485.945.400,59.603.002.116.225.500,438.960.227.432.289
2024-04-17 22:29:31.908763504,PR,Loja Física,Serviços,Varejo,Produto_75,13,14.474.978.569.144.400,10.241.995.093.973.700,4.232.983.475.170.770
2024-04-18 12:30:49.699879952,ES,Loja Física,Acessórios,Corporativo,Produto_48,11,2.042.665.415.442.880,14.334.919.345.167.500,6.091.734.809.261.250
2024-04-18 12:30:49.699879952,PR,Loja Física,Móveis,Distribuidor,Produto_25,8,15.157.429.293.695.200,1.277.889.902.815.160,2.378.530.265.543.600
2024-04-18 19:31:28.595438176,ES,Marketplace,Serviços,Corporativo,Produto_33,11,11.930.772.440.925.600,8.703.195.905.779.110,32.275.765.351.465.500
2024-04-19 09:32:46.386554624,ES,Online,Informática,Corporativo,Produto_98,2,2.653.371.279.942.610,17.334.741.673.364.900,9.198.971.126.061.180
2024-04-19 09:32:46.386554624,ES,Loja Física,Móveis,Corporativo,Produto_1,8,1.489.440.056.987.840,11.807.601.427.058.200,30.867.991.428.202.600
2024-04-19 16:33:25.282112848,RJ,Loja Física,Eletrônicos,Corporativo,Produto_38,2,20.163.257.975.038.300,16.966.500.615.440.600,319.675.735.959.774
2024-04-19 16:33:25.282112848,RJ,Loja Física,Serviços,Varejo,Produto_58,1,22.448.429.296.708.900,15.269.258.962.826.800,7.179.170.333.882.180
2024-04-19 23:34:04.177671072,ES,Marketplace,Informática,Corporativo,Produto_33,7,11.074.862.288.016.900,9.124.116.259.335.200,19.507.460.286.817.400
2024-04-20 06:34:43.073229288,RS,Online,Eletrônicos,Varejo,Produto_23,10,5.910.444.566.636.070,42.901.920.174.385.600,1.620.252.549.197.510
2024-04-20 13:35:21.968787512,RJ,Marketplace,Serviços,Corporativo,Produto_60,2,34.742.737.812.454.900,2.858.169.351.567.890,6.161.044.296.775.980
2024-04-20 13:35:21.968787512,PR,Marketplace,Acessórios,Distribuidor,Produto_6,12,18.020.806.662.256.800,13.585.747.139.181.400,4.435.059.523.075.360
2024-04-20 20:36:00.864345736,SP,Online,Informática,Varejo,Produto_26,12,5.123.191.627.797.930,307.454.050.252.331,2.048.651.125.274.620
2024-04-20 20:36:00.864345736,BA,Marketplace,Eletrônicos,Corporativo,Produto_27,12,11.755.694.374.299.900,9.535.133.630.846.980,2.220.560.743.452.980
2024-04-20 20:36:00.864345736,MG,Loja Física,Móveis,Distribuidor,Produto_31,5,39.951.067.414.645.600,3.137.394.013.663.630,8.577.127.278.009.290
2024-04-20 20:36:00.864345736,PR,Marketplace,Informática,Distribuidor,Produto_29,13,23.139.994.569.965.600,14.543.164.552.250.800,8.596.830.017.714.810
